"","id","longitude","latitude","start_date","end_date","label"
"368",368,-54.7998,-17.0807,"2017-07-12","2018-06-26","Soy_Corn"
"369",369,-57.918,-13.7996,"2017-07-12","2018-06-26","Soy_Corn"
"370",370,-54.8775,-11.5317,"2017-07-12","2018-06-26","Soy_Corn"
"371",371,-57.9503,-13.8351,"2017-07-12","2018-06-26","Soy_Corn"
"372",372,-54.1468,-15.2612,"2017-07-12","2018-06-26","Soy_Corn"
"373",373,-54.5133,-17.1269,"2017-07-12","2018-06-26","Soy_Corn"
"374",374,-55.0749,-15.4314,"2017-07-12","2018-06-26","Soy_Corn"
"375",375,-55.3681,-11.4717,"2017-07-12","2018-06-26","Soy_Corn"
"376",376,-57.9211,-13.5858,"2017-07-12","2018-06-26","Soy_Corn"
"377",377,-54.4451,-15.5763,"2017-07-12","2018-06-26","Soy_Corn"
"378",378,-58.5936,-13.5574,"2017-07-12","2018-06-26","Soy_Corn"
"379",379,-54.3661,-15.5818,"2017-07-12","2018-06-26","Soy_Corn"
"380",380,-57.3994,-13.7916,"2017-07-12","2018-06-26","Soy_Corn"
"381",381,-52.0792,-12.6115,"2017-07-12","2018-06-26","Soy_Corn"
"382",382,-59.2851,-13.6217,"2017-07-12","2018-06-26","Soy_Corn"
"383",383,-59.1561,-13.7859,"2017-07-12","2018-06-26","Soy_Corn"
"384",384,-55.8244,-12.8205,"2017-07-12","2018-06-26","Soy_Corn"
"385",385,-55.8221,-14.7581,"2017-07-12","2018-06-26","Soy_Corn"
"386",386,-59.2617,-13.5061,"2017-07-12","2018-06-26","Soy_Corn"
"387",387,-56.199,-13.8188,"2017-07-12","2018-06-26","Soy_Corn"
"388",388,-59.2449,-13.9762,"2017-07-12","2018-06-26","Soy_Corn"
"389",389,-54.8122,-17.4373,"2017-07-12","2018-06-26","Soy_Corn"
"390",390,-54.6361,-15.5048,"2017-07-12","2018-06-26","Soy_Corn"
"391",391,-54.5415,-17.1314,"2017-07-12","2018-06-26","Soy_Corn"
"392",392,-57.9918,-14.2156,"2017-07-12","2018-06-26","Soy_Corn"
"393",393,-57.4888,-14.1777,"2017-07-12","2018-06-26","Soy_Corn"
"394",394,-54.9827,-15.4817,"2017-07-12","2018-06-26","Soy_Corn"
"395",395,-53.9978,-15.6315,"2017-07-12","2018-06-26","Soy_Corn"
"396",396,-54.0712,-14.9804,"2017-07-12","2018-06-26","Soy_Corn"
"397",397,-55.0264,-15.482,"2017-07-12","2018-06-26","Soy_Corn"
"398",398,-56.1232,-12.7615,"2017-07-12","2018-06-26","Soy_Corn"
"399",399,-53.9271,-15.0022,"2017-07-12","2018-06-26","Soy_Corn"
"400",400,-57.9805,-14.0086,"2017-07-12","2018-06-26","Soy_Corn"
"401",401,-55.3542,-15.7486,"2017-07-12","2018-06-26","Soy_Corn"
"402",402,-58.439,-13.547,"2017-07-12","2018-06-26","Soy_Corn"
"403",403,-58.741,-13.6556,"2017-07-12","2018-06-26","Soy_Corn"
"404",404,-55.1943,-15.7707,"2017-07-12","2018-06-26","Soy_Corn"
"405",405,-56.0807,-13.3687,"2017-07-12","2018-06-26","Soy_Corn"
"406",406,-54.1514,-16.7828,"2017-07-12","2018-06-26","Soy_Corn"
"407",407,-57.9683,-13.9253,"2017-07-12","2018-06-26","Soy_Corn"
"408",408,-58.6082,-13.5458,"2017-07-12","2018-06-26","Soy_Corn"
"409",409,-54.1006,-15.0784,"2017-07-12","2018-06-26","Soy_Corn"
"410",410,-58.0381,-13.0581,"2017-07-12","2018-06-26","Soy_Corn"
"411",411,-58.0022,-13.2432,"2017-07-12","2018-06-26","Soy_Corn"
"412",412,-54.728,-17.0929,"2017-07-12","2018-06-26","Soy_Corn"
"413",413,-57.8404,-13.4339,"2017-07-12","2018-06-26","Soy_Corn"
"414",414,-54.5124,-15.5804,"2017-07-12","2018-06-26","Soy_Corn"
"415",415,-57.9576,-14.4065,"2017-07-12","2018-06-26","Soy_Corn"
"416",416,-55.5141,-12.0736,"2017-07-12","2018-06-26","Soy_Corn"
"417",417,-57.7408,-13.5388,"2017-07-12","2018-06-26","Soy_Corn"
"418",418,-57.8932,-13.7379,"2017-07-12","2018-06-26","Soy_Corn"
"419",419,-56.8566,-13.9077,"2017-07-12","2018-06-26","Soy_Corn"
"420",420,-53.4463,-15.4193,"2017-07-12","2018-06-26","Soy_Corn"
"421",421,-54.5628,-15.5614,"2017-07-12","2018-06-26","Soy_Corn"
"422",422,-57.5305,-14.1972,"2017-07-12","2018-06-26","Soy_Corn"
"423",423,-55.212,-15.6542,"2017-07-12","2018-06-26","Soy_Corn"
"424",424,-59.1326,-13.6523,"2017-07-12","2018-06-26","Soy_Corn"
"425",425,-55.5773,-12.3049,"2017-07-12","2018-06-26","Soy_Corn"
"426",426,-53.9624,-15.0007,"2017-07-12","2018-06-26","Soy_Corn"
"427",427,-58.7525,-13.2805,"2017-07-12","2018-06-26","Soy_Corn"
"428",428,-53.9332,-16.8408,"2017-07-12","2018-06-26","Soy_Corn"
"429",429,-55.4298,-11.6444,"2017-07-12","2018-06-26","Soy_Corn"
"430",430,-58.4743,-13.5631,"2017-07-12","2018-06-26","Soy_Corn"
"431",431,-57.6916,-13.4252,"2017-07-12","2018-06-26","Soy_Corn"
"432",432,-56.1738,-14.477,"2017-07-12","2018-06-26","Soy_Corn"
"433",433,-54.1447,-16.7859,"2017-07-12","2018-06-26","Soy_Corn"
"434",434,-54.2681,-15.4961,"2017-07-12","2018-06-26","Soy_Corn"
"435",435,-56.1543,-14.4601,"2017-07-12","2018-06-26","Soy_Corn"
"436",436,-56.0884,-13.4067,"2017-07-12","2018-06-26","Soy_Corn"
"437",437,-54.5215,-15.5673,"2017-07-12","2018-06-26","Soy_Corn"
"438",438,-56.0292,-13.2913,"2017-07-12","2018-06-26","Soy_Corn"
"439",439,-53.9048,-15.04,"2017-07-12","2018-06-26","Soy_Corn"
"440",440,-52.3554,-14.6082,"2017-07-12","2018-06-26","Soy_Corn"
"441",441,-57.9827,-14.0467,"2017-07-12","2018-06-26","Soy_Corn"
"442",442,-54.7647,-17.2164,"2017-07-12","2018-06-26","Soy_Corn"
"443",443,-56.0141,-13.2356,"2017-07-12","2018-06-26","Soy_Corn"
"444",444,-54.6063,-15.5582,"2017-07-12","2018-06-26","Soy_Corn"
"445",445,-57.9834,-13.4126,"2017-07-12","2018-06-26","Soy_Corn"
"446",446,-54.1603,-16.7801,"2017-07-12","2018-06-26","Soy_Corn"
"447",447,-56.8395,-13.911,"2017-07-12","2018-06-26","Soy_Corn"
"448",448,-54.1414,-15.2433,"2017-07-12","2018-06-26","Soy_Corn"
"449",449,-55.2755,-15.6682,"2017-07-12","2018-06-26","Soy_Corn"
"450",450,-54.8725,-17.2482,"2017-07-12","2018-06-26","Soy_Corn"
"451",451,-55.9001,-13.0199,"2017-07-12","2018-06-26","Soy_Corn"
"452",452,-55.1409,-15.8582,"2017-07-12","2018-06-26","Soy_Corn"
"453",453,-57.9866,-13.2259,"2017-07-12","2018-06-26","Soy_Corn"
"454",454,-56.061,-13.3592,"2017-07-12","2018-06-26","Soy_Corn"
"455",455,-56.2162,-13.4421,"2017-07-12","2018-06-26","Soy_Corn"
"456",456,-55.1934,-15.831,"2017-07-12","2018-06-26","Soy_Corn"
"457",457,-54.123,-15.2187,"2017-07-12","2018-06-26","Soy_Corn"
"458",458,-54.0384,-16.953,"2017-07-12","2018-06-26","Soy_Corn"
"459",459,-54.1946,-17.0286,"2017-07-12","2018-06-26","Soy_Corn"
"460",460,-55.0804,-15.4869,"2017-07-12","2018-06-26","Soy_Corn"
"461",461,-56.0311,-13.655,"2017-07-12","2018-06-26","Soy_Corn"
"462",462,-55.0323,-15.4757,"2017-07-12","2018-06-26","Soy_Corn"
"463",463,-56.8157,-13.8976,"2017-07-12","2018-06-26","Soy_Corn"
"464",464,-59.3033,-13.8538,"2017-07-12","2018-06-26","Soy_Corn"
"465",465,-54.3991,-17.167,"2017-07-12","2018-06-26","Soy_Corn"
"466",466,-55.9863,-13.1752,"2017-07-12","2018-06-26","Soy_Corn"
"467",467,-56.033,-13.2795,"2017-07-12","2018-06-26","Soy_Corn"
"468",468,-57.9302,-13.5503,"2017-07-12","2018-06-26","Soy_Corn"
"469",469,-55.0049,-15.4658,"2017-07-12","2018-06-26","Soy_Corn"
"470",470,-59.2948,-13.7858,"2017-07-12","2018-06-26","Soy_Corn"
"471",471,-58.8281,-13.7264,"2017-07-12","2018-06-26","Soy_Corn"
"472",472,-58.0607,-12.9053,"2017-07-12","2018-06-26","Soy_Corn"
"473",473,-54.7615,-15.5195,"2017-07-12","2018-06-26","Soy_Corn"
"474",474,-57.7912,-13.5988,"2017-07-12","2018-06-26","Soy_Corn"
"475",475,-54.4965,-15.5729,"2017-07-12","2018-06-26","Soy_Corn"
"476",476,-56.1539,-14.4606,"2017-07-12","2018-06-26","Soy_Corn"
"477",477,-55.2851,-15.6677,"2017-07-12","2018-06-26","Soy_Corn"
"478",478,-56.1372,-12.7681,"2017-07-12","2018-06-26","Soy_Corn"
"479",479,-56.3562,-13.4502,"2017-07-12","2018-06-26","Soy_Corn"
"480",480,-57.8985,-13.675,"2017-07-12","2018-06-26","Soy_Corn"
"481",481,-54.5204,-17.1342,"2017-07-12","2018-06-26","Soy_Corn"
"482",482,-58.0382,-13.2695,"2017-07-12","2018-06-26","Soy_Corn"
"483",483,-55.1641,-15.3343,"2017-07-12","2018-06-26","Soy_Corn"
"484",484,-57.9605,-13.8869,"2017-07-12","2018-06-26","Soy_Corn"
"485",485,-54.1065,-15.092,"2017-07-12","2018-06-26","Soy_Corn"
"486",486,-58.0471,-13.2855,"2017-07-12","2018-06-26","Soy_Corn"
"487",487,-54.2573,-15.4734,"2017-07-12","2018-06-26","Soy_Corn"
"488",488,-56.0476,-13.3312,"2017-07-12","2018-06-26","Soy_Corn"
"489",489,-57.8811,-14.3153,"2017-07-12","2018-06-26","Soy_Corn"
"490",490,-55.4881,-12.2989,"2017-07-12","2018-06-26","Soy_Corn"
"491",491,-56.2097,-14.5454,"2017-07-12","2018-06-26","Soy_Corn"
"492",492,-54.7522,-17.0054,"2017-07-12","2018-06-26","Soy_Corn"
"493",493,-55.5128,-12.0666,"2017-07-12","2018-06-26","Soy_Corn"
"494",494,-58.0179,-13.3574,"2017-07-12","2018-06-26","Soy_Corn"
"495",495,-54.0784,-15.0337,"2017-07-12","2018-06-26","Soy_Corn"
"496",496,-59.1731,-13.8355,"2017-07-12","2018-06-26","Soy_Corn"
"497",497,-54.1127,-15.1681,"2017-07-12","2018-06-26","Soy_Corn"
"498",498,-54.2435,-17.05,"2017-07-12","2018-06-26","Soy_Corn"
"499",499,-56.3367,-13.4411,"2017-07-12","2018-06-26","Soy_Corn"
"500",500,-55.3608,-15.4922,"2017-07-12","2018-06-26","Soy_Corn"
"501",501,-55.3158,-15.5124,"2017-07-12","2018-06-26","Soy_Corn"
"502",502,-54.193,-17.1208,"2017-07-12","2018-06-26","Soy_Corn"
"503",503,-51.9236,-13.5234,"2017-07-12","2018-06-26","Soy_Corn"
"504",504,-54.8674,-17.2198,"2017-07-12","2018-06-26","Soy_Corn"
"505",505,-54.3594,-15.5813,"2017-07-12","2018-06-26","Soy_Corn"
"506",506,-54.2107,-15.342,"2017-07-12","2018-06-26","Soy_Corn"
"507",507,-57.8216,-13.6679,"2017-07-12","2018-06-26","Soy_Corn"
"508",508,-54.1601,-15.299,"2017-07-12","2018-06-26","Soy_Corn"
"509",509,-55.3504,-15.4818,"2017-07-12","2018-06-26","Soy_Corn"
"510",510,-58.753,-13.7258,"2017-07-12","2018-06-26","Soy_Corn"
"511",511,-55.3199,-15.5082,"2017-07-12","2018-06-26","Soy_Corn"
"512",512,-54.4932,-17.1387,"2017-07-12","2018-06-26","Soy_Corn"
"513",513,-55.8325,-12.7766,"2017-07-12","2018-06-26","Soy_Corn"
"514",514,-57.9944,-14.0394,"2017-07-12","2018-06-26","Soy_Corn"
"515",515,-58.8209,-13.6221,"2017-07-12","2018-06-26","Soy_Corn"
"516",516,-56.0793,-13.4328,"2017-07-12","2018-06-26","Soy_Corn"
"517",517,-55.8651,-12.9305,"2017-07-12","2018-06-26","Soy_Corn"
"518",518,-57.2054,-13.8518,"2017-07-12","2018-06-26","Soy_Corn"
"519",519,-54.1165,-15.139,"2017-07-12","2018-06-26","Soy_Corn"
"520",520,-56.042,-12.8152,"2017-07-12","2018-06-26","Soy_Corn"
"521",521,-56.0535,-13.3491,"2017-07-12","2018-06-26","Soy_Corn"
"522",522,-55.3296,-11.8825,"2017-07-12","2018-06-26","Soy_Corn"
"523",523,-56.0638,-13.4712,"2017-07-12","2018-06-26","Soy_Corn"
"524",524,-55.3216,-15.5011,"2017-07-12","2018-06-26","Soy_Corn"
"525",525,-53.9666,-15.0806,"2017-07-12","2018-06-26","Soy_Corn"
"526",526,-59.2792,-13.9059,"2017-07-12","2018-06-26","Soy_Corn"
"527",527,-58.5823,-13.5475,"2017-07-12","2018-06-26","Soy_Corn"
"528",528,-56.4316,-12.8121,"2017-07-12","2018-06-26","Soy_Corn"
"529",529,-53.9273,-15.0144,"2017-07-12","2018-06-26","Soy_Corn"
"530",530,-54.5758,-15.5663,"2017-07-12","2018-06-26","Soy_Corn"
"531",531,-55.5816,-15.4584,"2017-07-12","2018-06-26","Soy_Corn"
"532",532,-54.2147,-15.354,"2017-07-12","2018-06-26","Soy_Corn"
"533",533,-57.9501,-13.4798,"2017-07-12","2018-06-26","Soy_Corn"
"534",534,-57.903,-13.5904,"2017-07-12","2018-06-26","Soy_Corn"
"535",535,-54.078,-15.0271,"2017-07-12","2018-06-26","Soy_Corn"
"536",536,-55.0835,-15.4682,"2017-07-12","2018-06-26","Soy_Corn"
"537",537,-55.4505,-11.6668,"2017-07-12","2018-06-26","Soy_Corn"
"538",538,-56.8052,-14.1549,"2017-07-12","2018-06-26","Soy_Corn"
"539",539,-52.0442,-11.6268,"2017-07-12","2018-06-26","Soy_Corn"
"540",540,-58.7517,-13.6523,"2017-07-12","2018-06-26","Soy_Corn"
"541",541,-56.7217,-14.1276,"2017-07-12","2018-06-26","Soy_Corn"
"542",542,-58.5108,-13.5585,"2017-07-12","2018-06-26","Soy_Corn"
"543",543,-57.8879,-13.705,"2017-07-12","2018-06-26","Soy_Corn"
"544",544,-55.1933,-15.6033,"2017-07-12","2018-06-26","Soy_Corn"
"545",545,-58.0293,-13.3044,"2017-07-12","2018-06-26","Soy_Corn"
"546",546,-56.6906,-14.1332,"2017-07-12","2018-06-26","Soy_Corn"
"547",547,-55.8216,-12.7078,"2017-07-12","2018-06-26","Soy_Corn"
"548",548,-59.281,-13.9174,"2017-07-12","2018-06-26","Soy_Corn"
"549",549,-55.2944,-16.0885,"2017-07-12","2018-06-26","Soy_Corn"
"550",550,-55.2362,-15.8032,"2017-07-12","2018-06-26","Soy_Corn"
"551",551,-58.5655,-12.9262,"2017-07-12","2018-06-26","Soy_Corn"
"552",552,-56.3762,-13.4527,"2017-07-12","2018-06-26","Soy_Corn"
"553",553,-54.1996,-17.1119,"2017-07-12","2018-06-26","Soy_Corn"
"554",554,-54.6079,-17.1369,"2017-07-12","2018-06-26","Soy_Corn"
"555",555,-55.6445,-12.4243,"2017-07-12","2018-06-26","Soy_Corn"
"556",556,-55.5837,-12.3036,"2017-07-12","2018-06-26","Soy_Corn"
"557",557,-53.8189,-15.1031,"2017-07-12","2018-06-26","Soy_Corn"
"558",558,-55.9481,-13.0257,"2017-07-12","2018-06-26","Soy_Corn"
"559",559,-54.8397,-17.3205,"2017-07-12","2018-06-26","Soy_Corn"
"560",560,-57.5442,-14.2178,"2017-07-12","2018-06-26","Soy_Corn"
"561",561,-54.6118,-11.6578,"2017-07-12","2018-06-26","Soy_Corn"
"562",562,-54.1636,-15.2837,"2017-07-12","2018-06-26","Soy_Corn"
"563",563,-55.6658,-12.4616,"2017-07-12","2018-06-26","Soy_Corn"
"564",564,-56.2218,-13.8112,"2017-07-12","2018-06-26","Soy_Corn"
"565",565,-54.8225,-17.4135,"2017-07-12","2018-06-26","Soy_Corn"
"566",566,-54.2516,-15.4448,"2017-07-12","2018-06-26","Soy_Corn"
"567",567,-58.0238,-13.2536,"2017-07-12","2018-06-26","Soy_Corn"
"568",568,-57.8214,-13.6246,"2017-07-12","2018-06-26","Soy_Corn"
"569",569,-57.8882,-13.7283,"2017-07-12","2018-06-26","Soy_Corn"
"570",570,-55.945,-13.106,"2017-07-12","2018-06-26","Soy_Corn"
"571",571,-57.0627,-14.1784,"2017-07-12","2018-06-26","Soy_Corn"
"572",572,-55.1484,-15.8529,"2017-07-12","2018-06-26","Soy_Corn"
"573",573,-55.2335,-15.8122,"2017-07-12","2018-06-26","Soy_Corn"
"574",574,-55.3373,-11.7344,"2017-07-12","2018-06-26","Soy_Corn"
"575",575,-54.2208,-17.0432,"2017-07-12","2018-06-26","Soy_Corn"
"576",576,-59.2476,-13.5054,"2017-07-12","2018-06-26","Soy_Corn"
"577",577,-56.0252,-13.0102,"2017-07-12","2018-06-26","Soy_Corn"
"578",578,-56.2196,-14.4949,"2017-07-12","2018-06-26","Soy_Corn"
"579",579,-54.0633,-15.0441,"2017-07-12","2018-06-26","Soy_Corn"
"580",580,-56.1851,-14.4842,"2017-07-12","2018-06-26","Soy_Corn"
"581",581,-58.08,-12.8348,"2017-07-12","2018-06-26","Soy_Corn"
"582",582,-57.8875,-13.7152,"2017-07-12","2018-06-26","Soy_Corn"
"583",583,-55.1998,-15.798,"2017-07-12","2018-06-26","Soy_Corn"
"584",584,-54.1607,-15.3078,"2017-07-12","2018-06-26","Soy_Corn"
"585",585,-56.8042,-13.905,"2017-07-12","2018-06-26","Soy_Corn"
"586",586,-58.002,-13.2185,"2017-07-12","2018-06-26","Soy_Corn"
"587",587,-54.8302,-15.5389,"2017-07-12","2018-06-26","Soy_Corn"
"588",588,-54.207,-17.0215,"2017-07-12","2018-06-26","Soy_Corn"
"589",589,-55.0168,-15.4811,"2017-07-12","2018-06-26","Soy_Corn"
"590",590,-51.8858,-12.6918,"2017-07-12","2018-06-26","Soy_Corn"
"591",591,-56.0797,-13.4614,"2017-07-12","2018-06-26","Soy_Corn"
"592",592,-55.3101,-15.8096,"2017-07-12","2018-06-26","Soy_Corn"
"593",593,-57.4655,-13.7851,"2017-07-12","2018-06-26","Soy_Corn"
"594",594,-54.2582,-15.437,"2017-07-12","2018-06-26","Soy_Corn"
"595",595,-57.0163,-14.1601,"2017-07-12","2018-06-26","Soy_Corn"
"596",596,-54.4051,-15.5749,"2017-07-12","2018-06-26","Soy_Corn"
"597",597,-54.1502,-15.2506,"2017-07-12","2018-06-26","Soy_Corn"
"598",598,-54.2113,-15.4116,"2017-07-12","2018-06-26","Soy_Corn"
"599",599,-55.2181,-15.852,"2017-07-12","2018-06-26","Soy_Corn"
"600",600,-59.2914,-13.6724,"2017-07-12","2018-06-26","Soy_Corn"
"601",601,-59.2809,-13.7367,"2017-07-12","2018-06-26","Soy_Corn"
"602",602,-55.4071,-11.8768,"2017-07-12","2018-06-26","Soy_Corn"
"603",603,-54.2804,-15.5256,"2017-07-12","2018-06-26","Soy_Corn"
"604",604,-57.483,-14.1907,"2017-07-12","2018-06-26","Soy_Corn"
"605",605,-55.18,-15.7694,"2017-07-12","2018-06-26","Soy_Corn"
"606",606,-56.7306,-14.1424,"2017-07-12","2018-06-26","Soy_Corn"
"607",607,-56.8411,-14.1422,"2017-07-12","2018-06-26","Soy_Corn"
"608",608,-54.0657,-15.0217,"2017-07-12","2018-06-26","Soy_Corn"
"609",609,-58.0236,-13.3774,"2017-07-12","2018-06-26","Soy_Corn"
"610",610,-58.499,-12.849,"2017-07-12","2018-06-26","Soy_Corn"
"611",611,-57.5958,-13.745,"2017-07-12","2018-06-26","Soy_Corn"
"612",612,-54.7627,-11.901,"2017-07-12","2018-06-26","Soy_Corn"
"613",613,-55.5298,-12.29,"2017-07-12","2018-06-26","Soy_Corn"
"614",614,-59.192,-13.9994,"2017-07-12","2018-06-26","Soy_Corn"
"615",615,-56.0224,-12.8457,"2017-07-12","2018-06-26","Soy_Corn"
"616",616,-59.1425,-13.6505,"2017-07-12","2018-06-26","Soy_Corn"
"617",617,-55.2485,-15.4749,"2017-07-12","2018-06-26","Soy_Corn"
"618",618,-56.0182,-13.2415,"2017-07-12","2018-06-26","Soy_Corn"
"619",619,-54.4891,-17.13,"2017-07-12","2018-06-26","Soy_Corn"
"620",620,-54.8213,-17.3764,"2017-07-12","2018-06-26","Soy_Corn"
"621",621,-56.0227,-13.5494,"2017-07-12","2018-06-26","Soy_Corn"
"622",622,-57.9612,-13.4852,"2017-07-12","2018-06-26","Soy_Corn"
"623",623,-55.1645,-15.8484,"2017-07-12","2018-06-26","Soy_Corn"
"624",624,-57.9028,-13.6296,"2017-07-12","2018-06-26","Soy_Corn"
"625",625,-53.9253,-16.8551,"2017-07-12","2018-06-26","Soy_Corn"
"626",626,-54.1332,-15.2513,"2017-07-12","2018-06-26","Soy_Corn"
"627",627,-57.3523,-13.8174,"2017-07-12","2018-06-26","Soy_Corn"
"628",628,-56.634,-14.1807,"2017-07-12","2018-06-26","Soy_Corn"
"629",629,-57.8056,-13.3433,"2017-07-12","2018-06-26","Soy_Corn"
"630",630,-59.3056,-13.7971,"2017-07-12","2018-06-26","Soy_Corn"
"631",631,-55.1984,-15.6365,"2017-07-12","2018-06-26","Soy_Corn"
"632",632,-55.9011,-14.5712,"2017-07-12","2018-06-26","Soy_Corn"
"633",633,-54.1109,-15.0824,"2017-07-12","2018-06-26","Soy_Corn"
"634",634,-54.0561,-14.96,"2017-07-12","2018-06-26","Soy_Corn"
"635",635,-54.502,-17.1381,"2017-07-12","2018-06-26","Soy_Corn"
"636",636,-59.1765,-13.8629,"2017-07-12","2018-06-26","Soy_Corn"
"637",637,-57.9125,-13.6159,"2017-07-12","2018-06-26","Soy_Corn"
"638",638,-58.5467,-12.9011,"2017-07-12","2018-06-26","Soy_Corn"
"639",639,-56.6493,-14.1442,"2017-07-12","2018-06-26","Soy_Corn"
"640",640,-57.994,-13.1449,"2017-07-12","2018-06-26","Soy_Corn"
"641",641,-54.0793,-15.0297,"2017-07-12","2018-06-26","Soy_Corn"
"642",642,-57.2219,-13.8207,"2017-07-12","2018-06-26","Soy_Corn"
"643",643,-55.2945,-16.0852,"2017-07-12","2018-06-26","Soy_Corn"
"644",644,-53.9771,-15.086,"2017-07-12","2018-06-26","Soy_Corn"
"645",645,-53.4259,-15.3834,"2017-07-12","2018-06-26","Soy_Corn"
"646",646,-56.0389,-13.5202,"2017-07-12","2018-06-26","Soy_Corn"
"647",647,-55.3014,-16.0488,"2017-07-12","2018-06-26","Soy_Corn"
"648",648,-57.9829,-14.0318,"2017-07-12","2018-06-26","Soy_Corn"
"649",649,-59.3076,-13.7615,"2017-07-12","2018-06-26","Soy_Corn"
"650",650,-56.1796,-13.4449,"2017-07-12","2018-06-26","Soy_Corn"
"651",651,-57.4167,-14.1794,"2017-07-12","2018-06-26","Soy_Corn"
"652",652,-58.0048,-13.2489,"2017-07-12","2018-06-26","Soy_Corn"
"653",653,-54.0083,-14.9892,"2017-07-12","2018-06-26","Soy_Corn"
"654",654,-54.032,-15.618,"2017-07-12","2018-06-26","Soy_Corn"
"655",655,-55.4361,-11.6098,"2017-07-12","2018-06-26","Soy_Corn"
"656",656,-57.99,-13.9995,"2017-07-12","2018-06-26","Soy_Corn"
"657",657,-57.4557,-14.1726,"2017-07-12","2018-06-26","Soy_Corn"
"658",658,-54.6575,-16.7695,"2017-07-12","2018-06-26","Soy_Corn"
"659",659,-56.2541,-13.4422,"2017-07-12","2018-06-26","Soy_Corn"
"660",660,-54.1477,-15.2498,"2017-07-12","2018-06-26","Soy_Corn"
"661",661,-56.3672,-13.4531,"2017-07-12","2018-06-26","Soy_Corn"
"662",662,-55.5125,-12.0263,"2017-07-12","2018-06-26","Soy_Corn"
"663",663,-54.1865,-15.5557,"2017-07-12","2018-06-26","Soy_Corn"
"664",664,-56.5493,-14.2326,"2017-07-12","2018-06-26","Soy_Corn"
"665",665,-58.5923,-13.5554,"2017-07-12","2018-06-26","Soy_Corn"
"666",666,-57.02,-13.9169,"2017-07-12","2018-06-26","Soy_Corn"
"667",667,-57.9801,-13.9966,"2017-07-12","2018-06-26","Soy_Corn"
"668",668,-58.5312,-12.9033,"2017-07-12","2018-06-26","Soy_Corn"
"669",669,-55.8951,-13.0087,"2017-07-12","2018-06-26","Soy_Corn"
"670",670,-55.8243,-12.7123,"2017-07-12","2018-06-26","Soy_Corn"
"671",671,-54.1132,-15.1818,"2017-07-12","2018-06-26","Soy_Corn"
"672",672,-55.3329,-11.3271,"2017-07-12","2018-06-26","Soy_Corn"
"673",673,-54.4603,-15.5845,"2017-07-12","2018-06-26","Soy_Corn"
"674",674,-54.0537,-15.6193,"2017-07-12","2018-06-26","Soy_Corn"
"675",675,-54.3877,-15.5715,"2017-07-12","2018-06-26","Soy_Corn"
"676",676,-58.463,-13.5616,"2017-07-12","2018-06-26","Soy_Corn"
"677",677,-58.6037,-12.9977,"2017-07-12","2018-06-26","Soy_Corn"
"678",678,-55.2936,-15.5213,"2017-07-12","2018-06-26","Soy_Corn"
"679",679,-57.5982,-13.7426,"2017-07-12","2018-06-26","Soy_Corn"
"680",680,-56.876,-14.1551,"2017-07-12","2018-06-26","Soy_Corn"
"681",681,-54.1235,-16.7928,"2017-07-12","2018-06-26","Soy_Corn"
"682",682,-56.0299,-13.2695,"2017-07-12","2018-06-26","Soy_Corn"
"683",683,-59.2932,-13.6776,"2017-07-12","2018-06-26","Soy_Corn"
"684",684,-55.6415,-15.4583,"2017-07-12","2018-06-26","Soy_Corn"
"685",685,-55.9641,-13.1433,"2017-07-12","2018-06-26","Soy_Corn"
"686",686,-55.2213,-15.8108,"2017-07-12","2018-06-26","Soy_Corn"
"687",687,-57.9776,-13.9624,"2017-07-12","2018-06-26","Soy_Corn"
"688",688,-54.7108,-16.8862,"2017-07-12","2018-06-26","Soy_Corn"
"689",689,-57.758,-13.5757,"2017-07-12","2018-06-26","Soy_Corn"
"690",690,-54.6123,-15.5462,"2017-07-12","2018-06-26","Soy_Corn"
"691",691,-57.8471,-13.4143,"2017-07-12","2018-06-26","Soy_Corn"
"692",692,-55.2993,-16.0617,"2017-07-12","2018-06-26","Soy_Corn"
"693",693,-53.9189,-16.8473,"2017-07-12","2018-06-26","Soy_Corn"
"694",694,-54.6282,-17.1293,"2017-07-12","2018-06-26","Soy_Corn"
"695",695,-54.0878,-15.0568,"2017-07-12","2018-06-26","Soy_Corn"
"696",696,-58.0397,-12.9939,"2017-07-12","2018-06-26","Soy_Corn"
"697",697,-54.233,-15.4087,"2017-07-12","2018-06-26","Soy_Corn"
"698",698,-56.7215,-14.1289,"2017-07-12","2018-06-26","Soy_Corn"
"699",699,-59.1802,-13.9851,"2017-07-12","2018-06-26","Soy_Corn"
"700",700,-54.1246,-15.2373,"2017-07-12","2018-06-26","Soy_Corn"
"701",701,-55.4756,-11.7657,"2017-07-12","2018-06-26","Soy_Corn"
"702",702,-54.2496,-15.4529,"2017-07-12","2018-06-26","Soy_Corn"
"703",703,-55.0791,-15.4955,"2017-07-12","2018-06-26","Soy_Corn"
"704",704,-56.7602,-14.151,"2017-07-12","2018-06-26","Soy_Corn"
"705",705,-58.6112,-13.0082,"2017-07-12","2018-06-26","Soy_Corn"
"706",706,-58.0226,-13.1228,"2017-07-12","2018-06-26","Soy_Corn"
"707",707,-56.9985,-14.1687,"2017-07-12","2018-06-26","Soy_Corn"
"708",708,-53.9799,-15.1036,"2017-07-12","2018-06-26","Soy_Corn"
"709",709,-54.1794,-15.6232,"2017-07-12","2018-06-26","Soy_Millet"
